customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01937,Male,1,Yes,Yes,17,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,49.06,838.98,No
CUST-01938,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,48.42,146.82,Yes
CUST-01939,Female,0,No,Yes,49,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),26.87,1309.75,No
CUST-01940,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,50.51,210.52,Yes
CUST-01941,Male,0,No,Yes,10,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,38.48,383.54,No
CUST-01942,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.74,2305.48,No
CUST-01943,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),79.05,1189.89,Yes
CUST-01944,Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),33.16,1458.02,No
CUST-01945,Male,0,Yes,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.22,317.76,No
CUST-01946,Female,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,28.06,1794.04,No
CUST-01947,Male,0,Yes,No,45,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),68.46,3080.02,Yes
CUST-01948,Female,0,Yes,Yes,53,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,105.05,5574.5,No
CUST-01949,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.45,775.98,No
CUST-01950,Male,0,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.43,6071.23,Yes
CUST-01951,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.61,154.5,No
CUST-01952,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,461.23,No
CUST-01953,Male,1,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,100.84,7164.82,No
CUST-01954,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.86,1502.65,No
CUST-01955,Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.05,1277.61,No
CUST-01956,Male,0,No,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),55.04,3307.56,No
CUST-01957,Female,1,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.36,239.29,No
CUST-01958,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,55.72,3289.3,No
CUST-01959,Male,0,No,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),47.92,2011.96,Yes
CUST-01960,Male,1,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.96,1196.38,Yes
CUST-01961,Female,0,No,No,57,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),105.7,6028.49,Yes
CUST-01962,Male,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),109.11,3283.43,Yes
CUST-01963,Female,1,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),68.76,4735.65,No
CUST-01964,Female,1,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.28,585.31,No
CUST-01965,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.03,3797.69,No
CUST-01966,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.54,1204.09,No
CUST-01967,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.1,1195.84,No
CUST-01968,Female,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,67.51,4311.37,No
CUST-01969,Male,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,68.83,822.79,No
CUST-01970,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,32.27,195.17,No
CUST-01971,Male,0,Yes,Yes,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,29.46,1978.19,No
CUST-01972,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.21,976.69,No
CUST-01973,Male,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),47.36,617.48,No
CUST-01974,Female,0,No,Yes,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),100.51,3618.37,No
CUST-01975,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.34,194.02,Yes
CUST-01976,Male,0,No,Yes,71,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,39.69,2811.75,No
CUST-01977,Male,0,No,No,42,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,47.72,2006.94,No
CUST-01978,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.75,46.67,No
CUST-01979,Male,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,49.32,2956.65,Yes
CUST-01980,Female,0,Yes,No,41,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),52.3,2143.9,Yes
CUST-01981,Male,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.35,935.16,No
CUST-01982,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.27,63.74,Yes
CUST-01983,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.93,554.0,No
CUST-01984,Male,1,Yes,Yes,57,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,48.51,2766.38,No
CUST-01985,Female,0,Yes,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.98,3733.46,No
CUST-01986,Female,0,No,No,19,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),75.66,1435.28,Yes
CUST-01987,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),48.69,1558.22,Yes
CUST-01988,Female,0,No,Yes,30,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.68,1338.47,Yes
CUST-01989,Male,0,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),64.2,509.32,Yes
CUST-01990,Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.79,239.69,Yes
CUST-01991,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.53,517.47,Yes
CUST-01992,Male,0,No,Yes,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.32,421.5,Yes
CUST-01993,Male,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,53.06,2925.16,No
CUST-01994,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),48.0,2207.87,Yes
CUST-01995,Male,0,Yes,No,65,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.98,1944.11,No
CUST-01996,Male,1,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.76,4449.48,No
CUST-01997,Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.71,6741.4,No
CUST-01998,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),100.94,4044.25,Yes
CUST-01999,Male,0,No,No,24,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.12,1009.75,Yes
CUST-02000,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.81,191.65,No
CUST-02001,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.71,380.7,Yes
CUST-02002,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.28,184.73,No
CUST-02003,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,35.75,60.54,Yes
CUST-02004,Female,0,No,Yes,32,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),54.84,1754.26,Yes
CUST-02005,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,68.46,1576.7,No
CUST-02006,Male,0,No,No,35,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,46.27,1625.89,No
CUST-02007,Female,1,No,Yes,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,47.66,898.39,No
CUST-02008,Male,0,No,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.44,175.12,No
CUST-02009,Male,0,Yes,No,23,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,65.14,1497.0,No
CUST-02010,Male,0,No,No,59,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,56.73,3349.06,No
CUST-02011,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),74.38,4905.91,No
CUST-02012,Male,1,Yes,Yes,39,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),57.57,2245.07,No
CUST-02013,Female,0,Yes,Yes,41,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),58.6,2403.82,No
CUST-02014,Female,0,No,No,54,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.98,2216.78,No
CUST-02015,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.99,175.12,No
CUST-02016,Female,0,Yes,Yes,57,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.17,2113.43,No
CUST-02017,Male,0,Yes,No,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.86,1661.83,No
CUST-02018,Female,0,Yes,No,65,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,41.11,2664.76,No
CUST-02019,Male,0,No,No,11,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.12,711.73,Yes
CUST-02020,Female,1,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.49,125.6,No
CUST-02021,Male,0,Yes,No,31,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),104.7,3244.13,No
CUST-02022,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.21,539.05,No
CUST-02023,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,63.02,3030.02,No
CUST-02024,Male,0,No,No,69,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,36.51,2514.49,No
CUST-02025,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.01,295.6,Yes
CUST-02026,Female,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),96.55,4530.5,No
CUST-02027,Male,0,No,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,65.62,2287.95,Yes
CUST-02028,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.04,779.82,No
CUST-02029,Female,1,Yes,No,53,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,106.77,5669.05,No
CUST-02030,Female,0,No,Yes,47,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),58.75,2751.72,No
CUST-02031,Male,0,No,No,43,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.15,2717.43,Yes
CUST-02032,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.94,263.01,No
CUST-02033,Male,1,Yes,No,54,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),104.67,5652.29,No
CUST-02034,Female,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,58.96,1954.6,Yes
CUST-02035,Male,0,No,Yes,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.29,657.06,No
CUST-02036,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.05,2643.68,No
CUST-02037,Female,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,92.12,2671.54,Yes
CUST-02038,Male,1,No,No,8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.19,454.9,Yes
CUST-02039,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.61,3877.02,No
CUST-02040,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),83.61,1590.15,Yes
CUST-02041,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,830.46,Yes
CUST-02042,Male,0,No,No,65,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.09,4359.09,No
CUST-02043,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.67,1598.44,No
CUST-02044,Male,0,No,No,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),45.02,1662.54,No
CUST-02045,Female,1,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),99.32,4571.2,No
CUST-02046,Female,0,Yes,No,38,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,66.36,2518.96,No
CUST-02047,Female,0,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.08,1283.21,No
CUST-02048,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.7,720.31,No
CUST-02049,Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,46.18,464.73,Yes
CUST-02050,Male,0,No,Yes,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),62.82,1513.48,No
CUST-02051,Female,0,No,No,17,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,49.43,845.25,No
CUST-02052,Male,0,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.02,950.33,Yes
CUST-02053,Female,1,No,No,60,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,62.85,3769.69,No
CUST-02054,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.8,372.98,No
CUST-02055,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.56,569.13,Yes
CUST-02056,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.36,1748.92,No
CUST-02057,Female,0,No,No,50,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,69.35,3469.77,No
CUST-02058,Male,0,No,No,53,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),42.26,2244.68,No
CUST-02059,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,59.93,3412.74,No
CUST-02060,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,55.54,3946.8,No
CUST-02061,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),52.09,416.89,No
CUST-02062,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,29.5,207.42,No
CUST-02063,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,84.15,5388.57,No
CUST-02064,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.1,104.62,No
CUST-02065,Male,1,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,66.47,594.86,No
CUST-02066,Female,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.46,574.92,No
CUST-02067,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.84,268.65,No
CUST-02068,Male,1,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.26,2367.48,No
CUST-02069,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.8,1602.11,No
CUST-02070,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.4,3710.91,Yes
CUST-02071,Male,1,Yes,No,57,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.71,3576.03,Yes
CUST-02072,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,70.1,4561.56,No
CUST-02073,Female,1,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),61.65,71.0,No
CUST-02074,Female,1,Yes,Yes,61,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,59.07,3602.68,Yes
CUST-02075,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),92.24,1024.18,No
CUST-02076,Male,0,No,No,2,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,70.43,134.77,Yes
CUST-02077,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,48.38,332.05,No
CUST-02078,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,106.24,3081.25,Yes
CUST-02079,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),21.42,185.37,No
CUST-02080,Female,0,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),52.64,1944.51,Yes
CUST-02081,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),68.32,3481.18,No
CUST-02082,Female,0,No,No,55,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,62.49,3439.48,No
CUST-02083,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.69,1135.39,No
CUST-02084,Female,0,Yes,No,11,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),39.35,431.73,No
CUST-02085,Male,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.19,27.64,No
CUST-02086,Male,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,28.57,1484.46,No
CUST-02087,Female,1,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),107.32,3442.97,Yes
CUST-02088,Male,1,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.36,1344.4,No
CUST-02089,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),101.93,3574.84,Yes
CUST-02090,Male,1,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.57,204.48,Yes
CUST-02091,Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.87,351.78,Yes
CUST-02092,Female,0,No,Yes,29,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,62.23,1789.0,No
CUST-02093,Female,0,No,Yes,57,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,49.9,2841.49,No
CUST-02094,Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),51.49,413.01,No
CUST-02095,Male,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.98,836.51,No
CUST-02096,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),29.79,657.5,No
CUST-02097,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.72,1017.32,No
CUST-02098,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.03,3100.74,Yes
CUST-02099,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),81.47,1947.93,No
CUST-02100,Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,84.38,1349.89,No
CUST-02101,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,76.89,4002.25,Yes
CUST-02102,Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),52.68,797.73,No
CUST-02103,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.85,230.47,No
CUST-02104,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,108.41,437.83,Yes
CUST-02105,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,75.36,1358.11,No
CUST-02106,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),105.15,939.3,No
CUST-02107,Male,0,No,No,7,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,86.64,616.29,No
CUST-02108,Male,0,No,No,64,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),48.35,3098.04,No
CUST-02109,Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),23.63,473.83,No
CUST-02110,Female,0,No,No,15,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.8,582.87,Yes
CUST-02111,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,97.77,299.8,Yes
CUST-02112,Male,1,No,No,57,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,49.73,2828.59,No
CUST-02113,Female,0,Yes,No,6,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.28,323.67,Yes
